1,1,2,2,1,2,2,1,2,1,1,1,1,2,2,2,1,1,1,1,1,2,1
0.009913395,0.073038958,1.9087855,-0.48046093,0.33530799,0.24689064,-0.53259342,0.16230138,0.2107134,0.23384841,-0.040021891,0.13000417,0.026950045,1.904183,0.17533223,0.76138641,-0.073805675,0.27342646,0.96857196,0.003442803,0.045690916,0.22886796,-0.21602809
0.033428888,0.032245125,0.36896482,-0.47017723,0.29815777,0.24689064,-0.48285139,0.12308542,0.23165768,0.23384841,0.007159156,0.12570443,0.010514144,0.21213941,0.18827985,0.66669181,-0.10614582,0.29647564,-0.12448271,0.019776102,-0.009421852,0.23915076,-0.19374533
-0.005763601,0.040403891,0.34081075,-0.37762384,0.29815777,0.27224717,-0.49943206,0.15109682,0.23689375,0.18935571,0.002869969,0.10850543,-0.014139709,0.16617553,0.19259572,0.71403911,-0.069763157,0.3041587,-0.14073092,0.041553833,-0.027792774,0.26485777,-0.18817464
-0.029279094,0.048562658,0.32204137,-0.42904238,0.28887022,0.25196194,-0.48285139,0.11748313,0.25260197,0.27834111,-0.018575961,0.12570443,-0.001812783,0.19835025,0.20985921,0.63828342,-0.089975746,0.21196201,-0.12448271,-0.04011266,-0.07372008,0.28542338,-0.1547505
-0.052794587,0.032245125,0.35019544,-0.42904238,0.30744533,0.20632018,-0.45798036,0.17350594,0.2473659,0.21605133,-0.05288945,0.065507942,0.002296193,0.19375386,0.19259572,0.68563073,-0.098060781,0.25806035,-0.15156307,-0.029223794,-0.027792774,0.24429217,-0.18817464
0.009913395,0.052642041,0.35019544,-0.4496098,0.22385735,0.19617756,-0.47456104,0.11188086,0.26307412,0.23384841,-0.022865147,0.065507942,-0.010030734,0.23052497,0.18827985,0.67616127,-0.11827337,0.22732812,-0.16239521,-0.051001526,-0.082905541,0.28028197,-0.22159878
-0.021440596,0.040403891,0.37834952,-0.37762384,0.24243246,0.24181933,-0.43310934,0.13428998,0.22642161,0.19825425,-0.057178635,0.056908445,-0.030575611,0.20294664,0.16238463,0.67616127,-0.073805675,0.22732812,-0.18947557,-0.012890496,-0.082905541,0.26999917,-0.16032119
-0.029279094,0.015927591,0.33142605,-0.31592159,0.26100756,0.19617756,-0.45798036,0.14549454,0.21594947,0.22494987,-0.10864887,0.056908445,-0.026466635,0.22133219,0.14080527,0.60040558,-0.094018264,0.19659588,-0.16781128,-0.045557093,-0.092091003,0.25971637,-0.19931602
-0.060633085,0.015927591,0.37834952,-0.4496098,0.15884448,0.18603495,-0.424819,0.10067629,0.20024126,0.20715279,-0.065757008,0.056908445,-0.059338438,0.19835025,0.12785766,0.60987504,-0.053593086,0.18122977,-0.16781128,-0.11089029,-0.11964739,0.21858516,-0.18260395
-0.091987075,0.003689441,0.27511791,-0.31592159,0.26100756,0.12010795,-0.44139967,0.10067629,0.17929697,0.17155862,-0.082913752,0.031109951,-0.001812783,0.20294664,0.10627831,0.55305828,-0.11018833,0.21964506,-0.18947557,-0.083668125,-0.10127646,0.20316095,-0.17146257
-0.013602099,-0.000389941,0.35019544,-0.40847497,0.25172001,0.10996534,-0.44139967,0.10067629,0.15311661,0.19825425,-0.10864887,0.065507942,-0.051120487,0.19375386,0.089014829,0.58146665,-0.10614582,0.21964506,-0.17322735,-0.072779259,-0.12883285,0.16717115,-0.18260395
-0.060633085,-0.008548708,0.29388728,-0.33648901,0.21456979,0.10996534,-0.424819,0.067062602,0.16882482,0.22494987,-0.10435968,0.013910954,-0.042902537,0.17996469,0.0933307,0.5246499,-0.12635841,0.12744837,-0.25988449,-0.04011266,-0.11964739,0.18259535,-0.20488671
-0.013602099,-0.016707475,0.38773421,-0.33648901,0.2331449,0.14039318,-0.424819,0.078267164,0.12693624,0.18045717,-0.12580561,-0.084983273,-0.059338438,0.15238635,0.067435477,0.55305828,-0.11018833,0.20427895,-0.17864343,-0.034668227,-0.1380183,0.15174695,-0.1491798
-0.076310081,-0.012628092,0.31265667,-0.26450305,0.15884448,0.089680105,-0.424819,0.033448914,0.13740839,0.15376155,-0.12151642,0.056908445,-0.047011513,0.13859719,0.058803736,0.50571097,-0.14252847,0.13513143,-0.19489164,-0.072779259,-0.12424011,0.13118134,-0.19931602
-0.060633085,-0.008548708,0.35019544,-0.28507046,0.21456979,0.049109646,-0.424819,0.078267164,0.1164641,0.144863,-0.078624566,0.031109951,-0.059338438,0.12021163,0.045856124,0.5719972,-0.12231589,0.13513143,-0.19489164,-0.10000142,-0.15638923,0.12603994,-0.17703325
-0.12334106,-0.049342541,0.31265667,-0.28507046,0.20528224,0.094751413,-0.44969002,0.078267164,0.12693624,0.12706593,-0.13438398,0.0354097,-0.06755639,0.1340008,0.050171994,0.49624151,-0.13444344,0.13513143,-0.25446842,-0.045557093,-0.12883285,0.11575714,-0.17703325
-0.084148578,-0.020786858,0.30327198,-0.27478675,0.20528224,0.12517926,-0.40823832,0.027846633,0.095519813,0.17155862,-0.12151642,-0.024786786,-0.071665365,0.092633305,0.032908512,0.50571097,-0.11827337,0.11976532,-0.19489164,-0.072779259,-0.13342558,0.079767328,-0.20488671
-0.068471582,-0.045263158,0.24696383,-0.26450305,0.22385735,0.049109646,-0.43310934,0.044653477,0.095519813,0.144863,-0.13867317,-0.016187288,-0.059338438,0.092633305,0.037224383,0.45836367,-0.23146387,0.089033081,-0.16781128,-0.078223692,-0.10127646,0.12603994,-0.24945223
-0.037117591,-0.053421925,0.23757914,-0.2130845,0.17741958,0.094751413,-0.40823832,0.06146032,0.1164641,0.16266009,-0.15582992,0.022510452,-0.10864615,0.055862193,0.019960901,0.50571097,-0.11018833,0.05830085,-0.20030771,-0.072779259,-0.11964739,0.069484526,-0.19931602
-0.076310081,-0.057501308,0.20004037,-0.2130845,0.20528224,0.084608798,-0.49114172,0.016642071,0.090283741,0.16266009,-0.14296236,-0.007587791,-0.06755639,0.074247751,0.037224383,0.50571097,-0.14252847,0.14281448,-0.1840595,-0.15444576,-0.1380183,0.074625928,-0.1547505
-0.060633085,-0.061580691,0.20942506,-0.18223337,0.21456979,0.018681801,-0.48285139,0.011039789,0.095519813,0.17155862,-0.16440829,-0.003288042,-0.083992292,0.051265804,0.00701329,0.48677205,-0.13444344,0.13513143,-0.22738807,-0.045557093,-0.211502,0.064343125,-0.17146257
-0.12334106,-0.086056991,0.26573321,-0.13081483,0.15884448,0.013610494,-0.39165764,0.06146032,0.074575525,0.144863,-0.15582992,-0.003288042,-0.096319217,0.037476637,0.002697419,0.42995528,-0.14252847,0.089033081,-0.221972,-0.078223692,-0.12424011,0.064343125,-0.14360912
-0.060633085,-0.090136375,0.23757914,-0.13081483,0.20528224,0.054180953,-0.40823832,0.022244352,0.069339453,0.10926884,-0.17298666,-0.033386285,-0.096319217,0.014494693,-0.023197804,0.45836367,-0.13444344,0.11976532,-0.221972,-0.072779259,-0.17476016,0.059201724,-0.17146257
-0.091987075,-0.057501308,0.25634853,-0.038261447,0.14026937,0.00346788,-0.424819,0.011039789,0.069339453,0.13596446,-0.16869748,-0.037686034,-0.092210242,0.046669415,-0.023197804,0.40154691,-0.17082611,0.042934735,-0.18947557,-0.12722359,-0.15638923,0.084908729,-0.17146257
-0.068471582,-0.073818841,0.18127099,-0.079396282,0.15884448,0.044038339,-0.40823832,0.033448914,0.090283741,0.15376155,-0.18585422,-0.007587791,-0.10453717,0.02828386,-0.014566063,0.45836367,-0.15061352,0.11208225,-0.21655593,-0.12722359,-0.16098196,0.03863612,-0.20488671
-0.10766407,-0.090136375,0.18127099,-0.079396282,0.12169426,0.038967031,-0.39994797,0.055858039,0.074575525,0.11816738,-0.17727585,-0.041985782,-0.15384488,0.023687471,-0.040461285,0.39207745,-0.15465603,0.11976532,-0.23280414,-0.12722359,-0.17476016,0.064343125,-0.19374533
-0.099825575,-0.073818841,0.22819444,-0.0999637,0.08454405,0.044038339,-0.37507695,0.033448914,0.058867309,0.16266009,-0.18585422,-0.063484528,-0.075774341,0.009898305,0.00701329,0.42048583,-0.15869855,0.089033081,-0.18947557,-0.11633473,-0.18853835,0.04377752,-0.14360912
-0.14685656,-0.10645391,0.19065568,0.013157099,0.10311915,0.069394876,-0.424819,0.005437508,0.074575525,0.073674682,-0.17727585,-0.076383774,-0.12097307,0.023687471,-0.018881933,0.36366907,-0.14252847,0.081350023,-0.221972,-0.11633473,-0.17935288,0.033494718,-0.1547505
